Year,Month, Day,Hour, GlobHorizRad, DirNormRad,DiffHorizRad, TotalSkyCover, DryBulbTemp, DewPointTemp,RelHumidity,Pressure, WindDir, WindSpeed
6,1,1,0,0,0,0,10,19,-2,24,1012,54,3.9
6,1,1,1,0,0,0,0,16.7,-0.6,30,1012,60,4
6,1,1,2,0,0,0,0,15.9,-0.3,33,1012,60,4.2
6,1,1,3,0,0,0,10,15.5,0.2,35,1013,53,4.2
6,1,1,4,0,0,0,10,15.7,1.5,38,1013,55,4.4
6,1,1,5,0,0,0,10,15.5,2.8,42,1013,50,4.9
6,1,1,6,0,0,0,10,15.3,3.4,44,1012,52,4.6
6,1,1,7,14,5,10,10,15.5,3.7,45,1012,47,3.7
6,1,1,8,49,94,18,10,15.9,3.8,44,1012,41,3.3
6,1,1,9,353,550,86,0,18,3.4,37,1012,46,4.1
6,1,1,10,480,649,91,0,20,2.4,30,1012,47,3.8
6,1,1,11,552,693,94,0,21.3,1.7,27,1011,44,2.9
6,1,1,12,557,696,94,0,22.5,1.7,25,1011,21,1.2
6,1,1,13,496,659,92,0,23.8,2,23,1010,289,0.8
6,1,1,14,376,568,87,0,24.6,2.7,23,1010,263,1.4
6,1,1,15,220,408,75,0,24.2,3.5,25,1010,279,1.6
6,1,1,16,74,28,45,0,23.3,4.1,28,1010,281,2.1
6,1,1,17,0,0,0,0,20.8,4.3,33,1010,292,2.5
6,1,1,18,0,0,0,0,19.4,4.7,37,1010,315,2.6
6,1,1,19,0,0,0,0,18.3,4.9,41,1011,331,3
6,1,1,20,0,0,0,0,17.3,4.2,41,1012,337,3.4
6,1,1,21,0,0,0,0,16.4,3.1,40,1012,341,3.6
6,1,1,22,0,0,0,0,15.8,2.4,40,1012,346,4
6,1,1,23,0,0,0,0,15.3,2.7,42,1013,349,4.3
6,1,2,0,0,0,0,0,14.7,3.4,46,1013,351,4.5
6,1,2,1,0,0,0,0,14.2,3.7,49,1014,349,4.5
6,1,2,2,0,0,0,0,13.7,3.4,49,1014,345,4.7
6,1,2,3,0,0,0,0,12.9,2.2,48,1014,343,4.6
6,1,2,4,0,0,0,0,12.1,0.2,43,1015,341,4.7
6,1,2,5,0,0,0,0,11.6,-1.7,39,1015,339,4.8
6,1,2,6,0,0,0,0,10.2,-2.8,40,1015,341,4.2
6,1,2,7,56,18,38,0,10.3,-3.1,38,1015,340,3.5
6,1,2,8,194,374,72,0,14.4,-3.4,29,1015,342,3.8
6,1,2,9,353,550,86,0,16.6,-5.2,22,1015,340,3.9
6,1,2,10,481,648,91,0,18.1,-7.1,17,1014,333,3.1
6,1,2,11,553,694,94,0,19.1,-7.9,15,1013,321,2.1
6,1,2,12,558,698,94,0,20.3,-7.9,14,1013,297,1.7
6,1,2,13,497,660,92,0,21.2,-7.5,14,1012,280,2
6,1,2,14,378,570,87,0,21.5,-6.6,14,1011,276,2.7
6,1,2,15,222,411,75,0,21.5,-5.5,15,1011,282,3.5
6,1,2,16,75,29,46,0,20.6,-1.1,23,1011,288,3.9
6,1,2,17,0,0,0,0,17.1,0.1,31,1011,296,3.6
6,1,2,18,0,0,0,0,15.5,0.8,36,1011,307,3.5
6,1,2,19,0,0,0,0,14.3,0.7,39,1011,320,3.6
6,1,2,20,0,0,0,0,13.3,-0.3,39,1011,326,3.8
6,1,2,21,0,0,0,0,12.4,-2.1,36,1012,328,3.9
6,1,2,22,0,0,0,0,11.4,-5.3,30,1012,340,4
6,1,2,23,0,0,0,0,10.4,-10.1,22,1012,348,3.8
6,1,3,0,0,0,0,0,9.7,-14.4,17,1013,344,3.6
6,1,3,1,0,0,0,0,9.5,-16.4,14,1013,347,3.2
6,1,3,2,0,0,0,0,9.3,-15.7,15,1014,353,3.1
6,1,3,3,0,0,0,0,8.7,-14.7,17,1015,355,3.3
6,1,3,4,0,0,0,0,8.5,-13.9,19,1016,358,2.5
6,1,3,5,0,0,0,0,8.5,-13.6,19,1016,1,1.9
6,1,3,6,0,0,0,0,7.3,-13.6,21,1017,9,2.2
6,1,3,7,56,18,38,0,6.4,-13.5,22,1017,34,2
6,1,3,8,194,371,72,0,10.9,-13.1,17,1016,34,2.1
6,1,3,9,353,550,86,0,15,-13.6,12,1016,40,3.1
6,1,3,10,481,649,91,0,17.4,-13.1,11,1015,51,3
6,1,3,11,554,695,94,0,19.5,-12.1,10,1015,68,2.9
6,1,3,12,560,698,94,0,20.8,-11.3,10,1014,68,2.7
6,1,3,13,499,660,92,0,21.7,-11.7,9,1013,64,2.3
6,1,3,14,380,572,87,0,22,-12.2,9,1013,57,2.2
6,1,3,15,225,411,75,0,21.9,-12.9,8,1013,54,2.4
6,1,3,16,76,170,46,0,20.8,-13.5,9,1013,65,2.5
6,1,3,17,0,0,0,0,17.1,-13.6,11,1014,87,2.7
6,1,3,18,0,0,0,0,15.2,-13.3,13,1014,89,3
6,1,3,19,0,0,0,0,13.4,-13.6,14,1015,80,3
6,1,3,20,0,0,0,0,12.3,-13.7,15,1015,69,3.3
6,1,3,21,0,0,0,0,11.4,-13.5,16,1015,58,3.3
6,1,3,22,0,0,0,0,10.4,-13.1,18,1015,44,3.5
6,1,3,23,0,0,0,0,10.3,-12.4,19,1015,33,2.9
6,1,4,0,0,0,0,0,10,-12.1,20,1015,25,2.7
6,1,4,1,0,0,0,0,9.3,-12.3,20,1016,23,2.7
6,1,4,2,0,0,0,0,8,-12.9,21,1016,18,3.4
6,1,4,3,0,0,0,0,6.7,-13.9,21,1016,15,3.4
6,1,4,4,0,0,0,0,5.7,-14.6,21,1016,14,3
6,1,4,5,0,0,0,0,4.8,-15.1,22,1016,18,3.4
6,1,4,6,0,0,0,0,4,-15,23,1017,20,3.8
6,1,4,7,55,18,37,0,5.6,-14.7,21,1017,21,3.8
6,1,4,8,194,371,72,0,11.4,-13.9,15,1017,25,3.6
6,1,4,9,353,550,86,0,15.4,-11.7,14,1016,34,4.3
6,1,4,10,482,649,91,0,18.2,-7.2,17,1016,36,5.5
6,1,4,11,555,695,94,0,20.1,-3.7,19,1016,44,6.4
6,1,4,12,562,699,94,0,21.6,-2.9,19,1015,45,6.5
6,1,4,13,501,661,92,0,22.3,-2.9,18,1015,41,6.1
6,1,4,14,383,573,87,0,22.4,-3.2,17,1015,37,5.8
6,1,4,15,227,414,75,0,22.3,-3,18,1015,42,5.5
6,1,4,16,78,173,47,0,21.4,-4.1,17,1015,49,5
6,1,4,17,0,0,0,0,17.2,-3.8,23,1015,58,3.8
6,1,4,18,0,0,0,0,15.4,-3.3,27,1016,58,4.1
6,1,4,19,0,0,0,0,14.2,-2.7,31,1016,58,3.9
6,1,4,20,0,0,0,0,12.9,-1.9,35,1016,54,3.4
6,1,4,21,0,0,0,0,11.7,-1.2,40,1016,47,3.3
6,1,4,22,0,0,0,0,11.2,-0.8,43,1016,38,3.2
6,1,4,23,0,0,0,0,10.8,-0.6,45,1016,35,3.3
6,1,5,0,0,0,0,0,10.4,-0.6,46,1016,36,3
6,1,5,1,0,0,0,0,10.2,-0.8,46,1016,28,2.6
6,1,5,2,0,0,0,0,8.9,-1.1,49,1016,20,2.7
6,1,5,3,0,0,0,0,7.7,-1.6,51,1017,21,2.6
6,1,5,4,0,0,0,0,7.1,-1.9,52,1017,23,2.5
6,1,5,5,0,0,0,0,6.6,-2.5,52,1018,14,2.3
6,1,5,6,0,0,0,0,5.7,-3.6,51,1018,21,2.5
6,1,5,7,55,18,37,0,6.2,-5.1,44,1018,21,2.5
6,1,5,8,193,372,72,0,11.7,-8.2,24,1018,16,2.3
6,1,5,9,353,550,86,0,15.6,-13.6,12,1017,24,3.2
6,1,5,10,482,650,91,0,18.3,-16.9,8,1017,35,3.9
6,1,5,11,556,695,94,0,20.3,-17.1,7,1016,36,4
6,1,5,12,563,701,94,0,21.9,-16.8,6,1015,37,3.9
6,1,5,13,504,662,92,0,22.4,-17,6,1015,32,3.6
6,1,5,14,385,577,87,0,22.8,-17.3,6,1014,31,3.4
6,1,5,15,229,417,76,0,22.7,-17.6,5,1014,32,3.4
6,1,5,16,79,171,47,0,21.9,-17.4,6,1014,39,3.2
6,1,5,17,0,0,0,0,17.9,-17.4,7,1014,55,2.8
6,1,5,18,0,0,0,0,15.5,-16.6,9,1014,65,3.3
6,1,5,19,0,0,0,0,14.3,-15.2,11,1014,65,3
6,1,5,20,0,0,0,0,13.7,-14,13,1015,52,2.2
6,1,5,21,0,0,0,0,12.5,-13.1,15,1015,36,2.2
6,1,5,22,0,0,0,0,11.3,-12.7,17,1015,28,2.4
6,1,5,23,0,0,0,0,10.4,-12.4,18,1015,20,2.5
6,1,6,0,0,0,0,0,9.8,-12.5,19,1015,10,2.4
6,1,6,1,0,0,0,0,8.6,-12.8,20,1016,12,2.9
6,1,6,2,0,0,0,0,7.8,-13,21,1015,8,2.9
6,1,6,3,0,0,0,0,7.1,-13.6,21,1015,2,2.9
6,1,6,4,0,0,0,0,5.9,-14.3,22,1016,4,3.2
6,1,6,5,0,0,0,0,4.6,-15.4,22,1016,5,3.9
6,1,6,6,0,0,0,0,3.4,-16.7,21,1016,8,4.1
6,1,6,7,54,17,37,3,4.6,-18.2,17,1016,11,3.5
6,1,6,8,191,366,71,3,11.1,-20.2,9,1016,13,3.6
6,1,6,9,349,544,85,3,15.9,-22.7,5,1016,17,3.5
6,1,6,10,483,651,91,0,18.3,-22,5,1016,28,3.4
6,1,6,11,557,697,94,0,20.3,-20.2,5,1016,44,3.6
6,1,6,12,565,700,94,0,21.7,-19.9,5,1015,50,4
6,1,6,13,506,665,92,0,22.5,-19.9,5,1014,49,3.8
6,1,6,14,387,578,87,0,22.9,-19.9,4,1013,53,3.3
6,1,6,15,231,419,76,0,22.7,-19.7,5,1013,56,3.5
6,1,6,16,80,174,48,0,22,-15.4,7,1012,60,3.1
6,1,6,17,0,0,0,0,18.4,-15,9,1011,71,2.7
6,1,6,18,0,0,0,0,16.5,-14.2,11,1011,73,3.1
6,1,6,19,0,0,0,0,15.2,-13.1,13,1012,73,2.8
6,1,6,20,0,0,0,0,14.1,-12.5,14,1012,55,2.7
6,1,6,21,0,0,0,0,11.6,-12.5,17,1013,39,3.2
6,1,6,22,0,0,0,0,10,-12.4,19,1014,35,3.4
6,1,6,23,0,0,0,0,9.5,-11.9,20,1014,26,2.8
6,1,7,0,0,0,0,0,8.6,-12,22,1015,20,3.2
6,1,7,1,0,0,0,0,7.9,-12.4,22,1015,19,3.3
6,1,7,2,0,0,0,0,7.7,-12.8,22,1015,17,3.1
6,1,7,3,0,0,0,0,7.2,-13.2,22,1015,16,3.1
6,1,7,4,0,0,0,0,6.1,-13.6,23,1015,16,3.2
6,1,7,5,0,0,0,0,4.8,-14,24,1016,11,3.5
6,1,7,6,0,0,0,0,4,-14.5,24,1016,13,3.6
6,1,7,7,55,17,37,0,5,-15,22,1016,21,3.4
6,1,7,8,193,372,72,0,11,-14.5,15,1016,24,3.9
6,1,7,9,354,551,86,0,15.5,-13.2,12,1016,32,4.9
6,1,7,10,484,651,91,0,18.6,-11.5,12,1015,43,5.2
6,1,7,11,559,697,94,0,20.6,-11.7,10,1015,47,6
6,1,7,12,567,701,94,0,22.1,-13,8,1014,45,6.2
6,1,7,13,508,666,92,0,22.9,-14.1,7,1013,51,5.8
6,1,7,14,390,579,88,0,23.2,-14.7,7,1012,51,4.8
6,1,7,15,233,422,76,0,23,-14.9,7,1011,48,5.1
6,1,7,16,82,177,49,0,21.9,-14.2,8,1011,49,4.9
6,1,7,17,0,0,0,0,17.3,-13.5,11,1010,45,4.7
6,1,7,18,0,0,0,0,14.8,-13,13,1010,38,4.1
6,1,7,19,0,0,0,0,13.2,-12.1,16,1011,36,3.9
6,1,7,20,0,0,0,0,12.2,-10.4,19,1012,39,3.8
6,1,7,21,0,0,0,0,11,-8.8,24,1012,40,4
6,1,7,22,0,0,0,0,10,-7.8,27,1013,34,3.3
6,1,7,23,0,0,0,0,9,-7.6,30,1014,28,3.1
6,1,8,0,0,0,0,0,7.8,-7.8,32,1014,20,3.7
6,1,8,1,0,0,0,0,7,-8.1,33,1015,19,4
6,1,8,2,0,0,0,0,6.5,-8.5,33,1015,20,4.2
6,1,8,3,0,0,0,0,5.9,-8.9,33,1015,21,4.2
6,1,8,4,0,0,0,0,5.4,-9.2,34,1015,24,4.2
6,1,8,5,0,0,0,0,5.1,-9.5,34,1015,29,4.3
6,1,8,6,0,0,0,0,4.7,-9.9,34,1015,31,4.3
6,1,8,7,54,17,37,0,5.8,-10.2,30,1015,34,4
6,1,8,8,193,372,72,0,12.2,-10.6,19,1015,37,3.7
6,1,8,9,355,551,86,0,16.6,-11.7,13,1015,46,4.1
6,1,8,10,485,652,92,0,19.7,-14.2,9,1015,50,4.5
6,1,8,11,560,699,94,0,22,-16.3,6,1014,52,4.7
6,1,8,12,569,703,94,0,23.3,-17,6,1014,56,4.5
6,1,8,13,511,667,92,0,24.1,-16.7,5,1013,59,3.8
6,1,8,14,392,582,88,0,24.3,-16.5,5,1012,63,3.5
6,1,8,15,236,427,76,0,23.9,-15.8,6,1012,67,3.2
6,1,8,16,84,180,49,0,23.1,-10.7,9,1011,72,3.2
6,1,8,17,0,0,0,0,18.7,-10.5,13,1011,84,3.2
6,1,8,18,0,0,0,0,16.3,-9.8,15,1011,78,3.6
6,1,8,19,0,0,0,0,14.9,-9.5,17,1012,67,3.5
6,1,8,20,0,0,0,0,13.8,-9.4,19,1012,58,3.6
6,1,8,21,0,0,0,0,12.3,-8.8,22,1012,50,3.7
6,1,8,22,0,0,0,0,11.7,-7.9,24,1012,44,3.4
6,1,8,23,0,0,0,0,11.4,-7.3,26,1012,36,3.1
6,1,9,0,0,0,0,0,9.8,-7.1,29,1012,31,3.6
6,1,9,1,0,0,0,0,9.6,-7.2,30,1012,30,3.5
6,1,9,2,0,0,0,0,9.1,-7.4,30,1012,31,3.6
6,1,9,3,0,0,0,0,7.8,-8,31,1012,32,3.9
6,1,9,4,0,0,0,0,7.8,-8.7,30,1013,29,3.6
6,1,9,5,0,0,0,6,8.1,-9.6,27,1013,31,3.7
6,1,9,6,0,0,0,7,9.2,-10.6,23,1013,36,3.7
6,1,9,7,44,14,30,7,10.6,-10.9,21,1013,40,3.4
6,1,9,8,155,298,57,7,14.9,-10.6,16,1013,46,3.5
6,1,9,9,276,427,67,7,18.5,-9.5,14,1013,53,3.9
6,1,9,10,378,507,71,7,20.6,-9.4,12,1013,60,3.6
6,1,9,11,451,561,75,7,22.4,-9.9,10,1013,64,3.6
6,1,9,12,472,582,78,6,23.8,-10.6,9,1012,64,3.3
6,1,9,13,435,567,78,6,24.8,-11.2,8,1011,70,2.4
6,1,9,14,327,482,73,6,25.3,-11.1,8,1011,85,1.7
6,1,9,15,197,355,63,6,25.1,-10.5,8,1010,104,1.2
6,1,9,16,70,151,41,6,23.9,-9.5,10,1010,132,0.9
6,1,9,17,0,0,0,6,22.3,-8.7,11,1010,140,0.7
6,1,9,18,0,0,0,6,21.1,-7.8,13,1010,127,0.5
6,1,9,19,0,0,0,6,20,-7.2,15,1010,100,0.3
6,1,9,20,0,0,0,6,19,-7.3,16,1010,61,0.8
6,1,9,21,0,0,0,6,18.2,-7.2,17,1010,48,1.3
6,1,9,22,0,0,0,5,17.1,-7.1,18,1010,43,1.4
6,1,9,23,0,0,0,5,16.3,-7.5,19,1010,40,1.8
6,1,10,0,0,0,0,6,15.4,-8.2,19,1010,41,1.9
6,1,10,1,0,0,0,7,14.5,-8.6,19,1010,38,1.8
6,1,10,2,0,0,0,7,14.2,-9.2,19,1011,39,2.3
6,1,10,3,0,0,0,7,13.9,-9.1,19,1011,44,2.3
6,1,10,4,0,0,0,7,13.5,-8.3,21,1011,47,2.1
6,1,10,5,0,0,0,7,13.4,-7.5,22,1012,47,2.8
6,1,10,6,0,0,0,6,13.1,-6.9,24,1012,48,2.7
6,1,10,7,45,14,31,6,13,-6.6,25,1012,46,2.5
6,1,10,8,168,322,62,6,15.7,-6.6,21,1012,47,2.6
6,1,10,9,321,498,77,5,19.9,-7.1,15,1012,53,2.5
6,1,10,10,453,607,85,5,21.8,-8.6,12,1012,54,2.1
6,1,10,11,530,658,88,5,23.7,-9.6,10,1011,55,1.8
6,1,10,12,545,671,89,4,24.8,-7.8,11,1011,57,1
6,1,10,13,490,637,88,4,25.5,-5.9,12,1010,64,0.4
6,1,10,14,382,561,84,4,25.7,-5.1,12,1009,295,0.3
6,1,10,15,231,413,74,4,25.7,-4.2,13,1009,280,0.7
6,1,10,16,84,185,49,4,25.3,-0.8,17,1008,240,1
6,1,10,17,0,0,0,4,23.3,0.2,21,1008,217,1.2
6,1,10,18,0,0,0,4,21.8,1.2,25,1009,190,0.5
6,1,10,19,0,0,0,4,20.1,2,29,1009,81,0.5
6,1,10,20,0,0,0,3,19.1,1.8,31,1010,58,1.2
6,1,10,21,0,0,0,3,17.8,0.7,31,1010,58,2.2
6,1,10,22,0,0,0,0,16.1,-1.3,30,1011,52,2.6
6,1,10,23,0,0,0,0,14.7,-2.8,29,1011,48,2.7
6,1,11,0,0,0,0,0,14.1,-3.3,29,1012,40,2.6
6,1,11,1,0,0,0,0,13.5,-3.3,31,1012,31,2.5
6,1,11,2,0,0,0,0,12.6,-3.3,33,1013,30,2.5
6,1,11,3,0,0,0,0,12,-3.4,33,1013,32,2.6
6,1,11,4,0,0,0,0,11.6,-3.8,33,1014,33,2.6
6,1,11,5,0,0,0,0,11.2,-4.4,33,1014,34,2.5
6,1,11,6,0,0,0,0,10.9,-5,32,1014,34,2.3
6,1,11,7,54,17,37,0,11,-5.6,30,1014,31,2.7
6,1,11,8,194,371,72,0,16.1,-6.3,20,1013,32,2.8
6,1,11,9,357,553,86,0,20,-7.3,15,1013,40,3.4
6,1,11,10,489,653,92,0,22,-8.2,12,1012,42,3
6,1,11,11,566,701,94,0,24.1,-8.7,10,1011,35,2.8
6,1,11,12,576,707,94,0,25.6,-9.1,9,1011,29,2.8
6,1,11,13,518,672,93,0,26.4,-9.1,9,1010,22,2.6
6,1,11,14,401,589,88,0,26.8,-9.1,8,1009,15,2.1
6,1,11,15,243,434,77,0,26.7,-9,9,1009,9,1.5
6,1,11,16,88,193,51,0,26.1,-8.8,9,1009,347,0.6
6,1,11,17,0,0,0,0,23.6,-7.8,11,1009,234,0.7
6,1,11,18,0,0,0,0,21.8,-5.7,15,1009,229,0.7
6,1,11,19,0,0,0,0,20.3,-2.8,20,1010,239,0.2
6,1,11,20,0,0,0,0,18.7,-0.7,26,1010,41,0.5
6,1,11,21,0,0,0,0,17.3,0.2,31,1010,84,1.1
6,1,11,22,0,0,0,0,16.5,0.6,34,1011,77,1.4
6,1,11,23,0,0,0,0,15.5,-0.3,34,1011,47,2
6,1,12,0,0,0,0,0,14.3,-2,32,1011,38,2.3
6,1,12,1,0,0,0,0,13.7,-3.1,31,1011,35,2.1
6,1,12,2,0,0,0,0,13.1,-3.7,31,1011,32,2.1
6,1,12,3,0,0,0,0,12.5,-3.9,31,1011,31,2.2
6,1,12,4,0,0,0,0,11.9,-3.8,33,1011,30,2.2
6,1,12,5,0,0,0,0,11.6,-3.6,34,1011,29,2.2
6,1,12,6,0,0,0,0,10.2,-3.7,37,1011,30,2.7
6,1,12,7,54,17,37,0,10.2,-4,36,1011,30,2.6
6,1,12,8,194,373,72,0,15.7,-4.5,24,1011,28,2.2
6,1,12,9,358,554,86,0,20.5,-5.4,17,1011,32,1.6
6,1,12,10,490,655,92,0,22.9,-6.7,13,1011,29,1.1
6,1,12,11,568,702,94,0,24.5,-7,11,1011,10,0.7
6,1,12,12,578,707,94,0,25.9,-6.6,11,1011,351,0.5
6,1,12,13,521,673,93,0,26.6,-5.4,11,1011,325,0.5
6,1,12,14,403,589,88,0,26.8,-3.9,13,1010,297,1.1
6,1,12,15,246,436,77,0,26.7,-2.3,14,1009,282,1.7
6,1,12,16,90,195,51,0,25.7,0.6,19,1009,265,2.2
6,1,12,17,0,0,0,0,22.1,3.2,28,1009,247,2.7
6,1,12,18,0,0,0,0,20.8,7.3,41,1009,249,2.6
6,1,12,19,0,0,0,0,20.3,10.9,54,1009,254,2.2
6,1,12,20,0,0,0,0,19.7,13,65,1010,266,1.5
6,1,12,21,0,0,0,0,18.8,13.9,72,1010,287,1.1
6,1,12,22,0,0,0,0,18,14.2,78,1010,308,1
6,1,12,23,0,0,0,0,17,14.3,84,1011,328,1.4
6,1,13,0,0,0,0,0,15.7,14.4,92,1011,352,1.9
6,1,13,1,0,0,0,0,14.8,14.4,97,1011,3,1.8
6,1,13,2,0,0,0,0,15.7,15,95,1011,0,1.5
6,1,13,3,0,0,0,0,16.3,15.9,97,1011,348,1.6
6,1,13,4,0,0,0,0,15.8,15.7,99,1011,354,1.5
6,1,13,5,0,0,0,0,15.4,15.2,99,1011,1,1.3
6,1,13,6,0,0,0,0,15.1,14.9,99,1011,3,1.2
6,1,13,7,54,17,37,0,14.9,14.6,98,1011,4,1
6,1,13,8,195,373,72,0,15.5,14.6,94,1011,355,1.1
6,1,13,9,359,555,86,0,18.9,14.9,77,1011,325,0.8
6,1,13,10,492,655,92,0,23.2,15.3,60,1011,256,1
6,1,13,11,570,703,94,0,25.2,14.1,49,1011,250,1.2
6,1,13,12,581,709,94,0,26.5,12.6,41,1010,245,1.3
6,1,13,13,524,675,93,0,27.2,11.9,38,1009,241,1.7
6,1,13,14,406,592,88,0,27.6,12,37,1008,244,2.2
6,1,13,15,248,440,78,0,27.5,12.9,39,1007,246,3
6,1,13,16,92,197,52,0,26.4,14.9,48,1006,243,3.6
6,1,13,17,0,0,0,0,23.6,17.6,68,1006,238,3.7
6,1,13,18,0,0,0,0,22.1,19.5,85,1006,241,3.6
6,1,13,19,0,0,0,0,20.8,19.6,92,1006,246,3.2
6,1,13,20,0,0,0,0,20.1,19,93,1007,248,2.5
6,1,13,21,0,0,0,0,19.5,19.5,99,1008,251,2.1
6,1,13,22,0,0,0,1,18.7,18.7,100,1008,261,1
6,1,13,23,0,0,0,2,17.9,17.7,99,1009,317,0.4
6,1,14,0,0,0,0,2,17.1,16.9,98,1010,32,0.7
6,1,14,1,0,0,0,2,16.9,16.7,99,1010,49,0.7
6,1,14,2,0,0,0,2,16.7,16.5,98,1010,60,0.9
6,1,14,3,0,0,0,2,16.4,16.2,98,1010,68,1.1
6,1,14,4,0,0,0,2,15.9,15.7,98,1010,72,1.4
6,1,14,5,0,0,0,2,15.3,15.1,98,1011,74,1.6
6,1,14,6,0,0,0,2,14.7,14.4,98,1011,76,1.9
6,1,14,7,54,17,37,1,14.2,13.9,98,1011,75,1.8
6,1,14,8,195,372,72,1,14.9,14.6,98,1011,74,1.5
6,1,14,9,360,555,86,0,21.1,15.6,70,1010,101,1.5
6,1,14,10,494,657,92,0,24.6,16.9,61,1010,152,1
6,1,14,11,572,704,94,0,25.9,17.3,58,1010,187,0.6
6,1,14,12,583,710,94,0,26.9,15.6,49,1010,218,0.6
6,1,14,13,527,677,93,0,27.7,14.6,44,1009,228,0.8
6,1,14,14,409,594,88,0,28.5,14.2,40,1008,216,1.7
6,1,14,15,251,442,78,0,28.5,13.8,40,1008,218,2.4
6,1,14,16,94,199,52,0,26.6,12.6,41,1008,223,2.5
6,1,14,17,0,0,0,3,23.6,14.5,56,1007,225,2.8
6,1,14,18,0,0,0,3,22.2,16.9,71,1007,229,3
6,1,14,19,0,0,0,0,20.5,18.4,87,1007,235,2.9
6,1,14,20,0,0,0,3,19.4,18.5,94,1008,241,2.3
6,1,14,21,0,0,0,3,18.9,18.4,96,1008,248,2
6,1,14,22,0,0,0,3,18.6,18,96,1008,252,1.9
6,1,14,23,0,0,0,3,18.5,18.1,97,1008,258,1.8
6,1,15,0,0,0,0,3,18.2,17.9,98,1008,270,1.5
6,1,15,1,0,0,0,3,17.9,17.5,98,1008,285,1
6,1,15,2,0,0,0,3,17.6,17.1,97,1008,301,0.8
6,1,15,3,0,0,0,3,16.8,16.7,99,1008,327,0.6
6,1,15,4,0,0,0,3,16.5,16.4,99,1008,34,0.5
6,1,15,5,0,0,0,3,16.1,15.9,98,1009,69,0.6
6,1,15,6,0,0,0,3,15.3,15.3,100,1009,72,1.1
6,1,15,7,54,17,37,3,14.5,14.4,99,1008,67,1.2
6,1,15,8,194,371,71,3,15.5,14.3,92,1008,66,1
6,1,15,9,356,548,85,3,21.1,13.9,63,1008,99,0.6
6,1,15,10,489,650,91,3,24,12.2,47,1007,228,1
6,1,15,11,574,705,94,0,26,12.1,41,1007,238,2.5
6,1,15,12,586,712,94,0,27.8,10,32,1007,238,3.8
6,1,15,13,530,678,93,0,28.5,8.5,28,1007,236,4.2
6,1,15,14,412,597,89,0,28.5,7.1,25,1006,233,4.8
6,1,15,15,254,446,78,0,28,6.7,25,1007,229,4.9
6,1,15,16,96,206,53,0,26.7,7,28,1007,223,4.9
6,1,15,17,0,0,0,0,23.2,9.5,41,1007,219,4.5
6,1,15,18,0,0,0,1,21,13,59,1007,215,4
6,1,15,19,0,0,0,1,19.6,15.4,76,1007,216,3.5
6,1,15,20,0,0,0,1,18.9,16.5,86,1007,220,3.3
6,1,15,21,0,0,0,1,18.3,16.4,88,1007,229,3.2
6,1,15,22,0,0,0,0,18,16,87,1007,239,2.6
6,1,15,23,0,0,0,0,17.9,15.7,86,1007,252,2.4
6,1,16,0,0,0,0,0,18,15.7,86,1007,259,2
6,1,16,1,0,0,0,0,18,15.9,87,1007,259,1.6
6,1,16,2,0,0,0,0,17.9,16.1,89,1007,259,1.6
6,1,16,3,0,0,0,0,18,16.3,89,1006,269,1.8
6,1,16,4,0,0,0,0,17.6,16.6,94,1006,275,1.5
6,1,16,5,0,0,0,7,16.6,16.6,100,1006,287,0.9
6,1,16,6,0,0,0,8,15.9,15.9,100,1006,340,0.8
6,1,16,7,39,12,26,8,15.9,15.8,99,1006,354,0.8
6,1,16,8,148,283,54,7,18,17.3,96,1006,315,0.9
6,1,16,9,362,557,86,0,23.2,18.7,75,1006,273,2.7
6,1,16,10,497,658,92,0,25.1,18.9,68,1006,264,3.4
6,1,16,11,577,706,94,0,26.4,18.2,60,1005,262,3.6
6,1,16,12,589,714,94,0,27.7,16.6,50,1005,257,4
6,1,16,13,533,680,93,0,28.3,15.5,45,1004,251,4.3
6,1,16,14,416,599,89,0,28.2,15.7,45,1004,243,4.6
6,1,16,15,257,448,78,0,27.3,17.1,53,1004,234,4.8
6,1,16,16,97,208,53,0,25.8,18.8,65,1003,233,4.7
6,1,16,17,0,0,0,0,23.9,20,78,1003,231,4.2
6,1,16,18,0,0,0,0,23.1,21,87,1004,232,4.1
6,1,16,19,0,0,0,0,22.3,21.2,93,1004,234,4
6,1,16,20,0,0,0,0,21.6,21.2,97,1005,238,3.7
6,1,16,21,0,0,0,0,20.9,20.9,100,1005,242,3.6
6,1,16,22,0,0,0,3,20.7,20.7,100,1005,245,3.4
6,1,16,23,0,0,0,3,20.3,20.3,100,1006,251,3.3
6,1,17,0,0,0,0,3,19.9,19.6,98,1006,259,3.3
6,1,17,1,0,0,0,0,19.7,18.4,92,1006,262,3.4
6,1,17,2,0,0,0,0,19.2,17.4,89,1006,267,3.4
6,1,17,3,0,0,0,0,18.7,16.8,88,1007,274,3.4
6,1,17,4,0,0,0,0,18.3,16.3,87,1007,274,3.3
6,1,17,5,0,0,0,0,18,15.9,87,1007,274,3.5
6,1,17,6,0,0,0,0,17.7,15.6,87,1007,274,3.4
6,1,17,7,55,18,37,0,18.7,16.5,87,1007,266,3.5
6,1,17,8,197,375,72,0,22.9,16.8,68,1007,265,4.7
6,1,17,9,363,557,86,0,24.9,16.4,58,1007,262,5.8
6,1,17,10,499,659,92,0,26.2,13.5,45,1007,262,6.7
6,1,17,11,579,708,94,0,26.8,12.3,40,1007,260,6.8
